;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_22_;edit_distance_dict_23_;edit_distance_dict_24_;edit_distance_dict_25_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_22_;edit_distance_unique_dict_23_;edit_distance_unique_dict_24_;edit_distance_unique_dict_25_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
43;2488;3288;11223;6;18;0;478;1.4693333333333334;3252;12;32;13;8;0;2;0;0;0;0;3806;0;0;0;0;0;0;1460;1087;223;175;204;138;70;18;15;3252;12;32;13;8;0;2;0;0;0;0;3806;0;0;0;0;0;0;1460;1087;223;175;204;138;70;18;376;6560;2168;918;574;0;3277;0;257;88;0.0;0;2001-09-20 03:44:35;1000957475;5;12
44;875;1476;5839;4;19;0;382;1.4929794191190613;2034;1;12;9;3;0;2;0;2;0;0;1361;0;0;0;0;0;0;752;401;175;193;158;49;38;9;17;2034;1;12;9;3;0;2;0;2;0;0;1361;0;0;0;0;0;0;752;401;175;193;158;49;38;9;310;2474;1203;830;509;0;2032;0;210;102;0.0;0;2001-09-20 03:49:35;1000957775;4;11
45;849;1073;5028;4;18;0;272;1.4326067615658362;1792;7;13;0;4;6;0;0;0;0;0;1213;0;0;0;0;0;0;580;423;175;77;140;25;19;22;14;1792;7;13;0;4;6;0;0;0;0;0;1213;0;0;0;0;0;0;580;423;175;77;140;25;19;22;244;2204;1131;645;498;0;2020;0;233;101;0.0;0;2001-09-20 03:54:35;1000958075;4;12
46;1113;932;5349;4;17;0;245;1.5790172642762283;1583;11;2;1;0;0;0;0;0;0;0;1252;0;0;0;0;0;0;671;404;163;172;175;61;12;11;12;1583;11;2;1;0;0;0;0;0;0;0;1252;0;0;0;0;0;0;671;404;163;172;175;61;12;11;209;2460;979;625;757;0;2236;0;215;88;0.0;0;2001-09-20 03:59:35;1000958375;4;13
47;1443;1725;9230;10;14;0;428;1.3671428571428572;3240;3;2;0;0;0;0;0;0;0;0;1790;0;0;0;0;0;0;1149;651;342;194;254;31;41;3;11;3240;3;2;0;0;0;0;0;0;0;0;1790;0;0;0;0;0;0;1149;651;342;194;254;31;41;3;299;3734;2342;897;1443;0;2625;0;326;118;0.0;0;2001-09-20 04:04:35;1000958675;5;12
48;2095;1652;13441;6;15;0;545;1.488197784987135;3037;3;0;0;0;1;0;0;0;0;0;2580;0;0;0;0;0;0;1687;596;408;202;249;54;95;27;14;3037;3;0;0;0;1;0;0;0;0;0;2580;0;0;0;0;0;0;1687;596;408;202;249;54;95;27;267;5210;1988;929;4407;0;3805;2;310;118;0.0;0;2001-09-20 04:09:35;1000958975;6;9
49;2096;3282;9075;4;17;0;228;1.4058370676778122;2096;17;6;4;11;2;0;0;0;0;0;4128;0;0;0;0;0;0;1346;449;152;99;292;60;31;10;14;2096;17;6;4;11;2;0;0;0;0;0;4128;0;0;0;0;0;0;1346;449;152;99;292;60;31;10;170;6209;1619;477;283;0;3290;2;309;136;0.0;0;2001-09-20 04:14:35;1000959275;4;13
50;876;3394;9536;4;16;0;368;1.3833275603279067;2911;7;1;0;6;0;0;0;0;0;0;2744;0;0;0;0;0;0;1226;1168;262;110;113;72;27;14;13;2911;7;1;0;6;0;0;0;0;0;0;2744;0;0;0;0;0;0;1226;1168;262;110;113;72;27;14;441;4271;1836;1745;544;0;2723;0;379;119;0.0;0;2001-09-20 04:19:35;1000959575;4;11
51;1425;946;7136;3;16;0;307;1.12573673870334;2801;15;2;0;4;0;0;0;0;0;0;1981;0;0;0;0;0;0;1086;384;147;50;46;33;37;31;13;2801;15;2;0;4;0;0;0;0;0;0;1981;0;0;0;0;0;0;1086;384;147;50;46;33;37;31;198;3391;2019;702;421;0;2614;0;256;114;0.0;0;2001-09-20 04:24:35;1000959875;3;13
52;1282;1361;6231;4;16;0;197;1.536951909476662;1649;0;1;1;0;0;0;0;0;0;0;1914;0;0;0;0;0;0;1160;346;126;93;189;125;48;4;12;1649;0;1;1;0;0;0;0;0;0;0;1914;0;0;0;0;0;0;1160;346;126;93;189;125;48;4;207;3263;1073;916;495;0;2470;0;248;133;0.0;0;2001-09-20 04:29:35;1000960175;4;11
53;1045;1681;8455;9;18;0;283;1.405294386125057;2783;10;39;9;11;1;0;0;0;0;0;1632;0;0;0;0;0;0;1015;415;265;86;185;56;50;16;14;2783;10;39;9;11;1;0;0;0;0;0;1632;0;0;0;0;0;0;1015;415;265;86;185;56;50;16;230;3069;2156;835;1720;0;2201;0;271;90;0.0;0;2001-09-20 04:34:35;1000960475;4;12
54;1665;1478;8670;10;18;0;529;1.409268847076651;3164;11;23;1;9;1;0;0;0;0;0;1920;0;0;0;0;0;0;1368;464;575;126;175;47;18;17;14;3164;11;23;1;9;1;0;0;0;0;0;1920;0;0;0;0;0;0;1368;464;575;126;175;47;18;17;262;4248;2231;649;653;0;2409;0;231;183;0.0;0;2001-09-20 04:39:35;1000960775;5;14
55;3017;1904;13109;4;16;0;330;1.4975450081833062;4460;8;3;2;3;0;1;0;0;0;0;2631;0;0;0;0;0;0;1645;1049;1288;288;131;55;42;3;15;4460;8;3;2;3;0;1;0;0;0;0;2631;0;0;0;0;0;0;1645;1049;1288;288;131;55;42;3;254;5370;3714;1941;1445;0;2451;0;275;113;0.0;0;2001-09-20 04:44:35;1000961075;4;11
56;1429;902;5798;3;17;0;275;1.2456631225517627;1789;1;19;3;7;0;0;0;0;0;0;2081;0;0;0;0;0;0;790;320;155;139;27;13;10;7;13;1789;1;19;3;7;0;0;0;0;0;0;2081;0;0;0;0;0;0;790;320;155;139;27;13;10;7;258;3142;1133;553;369;0;1947;0;220;125;0.0;0;2001-09-20 04:49:35;1000961375;3;12
57;1820;1307;6401;6;19;0;259;1.669284467713787;1758;0;6;1;0;0;0;0;0;0;0;1656;0;0;0;0;0;0;1007;554;274;102;160;127;65;20;12;1758;0;6;1;0;0;0;0;0;0;0;1656;0;0;0;0;0;0;1007;554;274;102;160;127;65;20;224;3201;1162;884;657;0;2285;15;277;122;0.0;0;2001-09-20 04:54:35;1000961675;3;13
58;2740;2001;8785;3;19;0;347;1.671461945161687;2266;6;1;2;16;1;0;0;0;0;0;2522;0;0;0;0;0;0;1093;1456;213;167;273;71;35;11;14;2266;6;1;2;16;1;0;0;0;0;0;2522;0;0;0;0;0;0;1093;1456;213;167;273;71;35;11;370;5246;1345;825;550;0;2526;2;348;149;0.0;0;2001-09-20 04:59:35;1000961975;3;10
59;8062;4435;27639;4;17;0;1159;1.5414858898061048;9032;23;20;17;4;1;1;0;0;0;0;4542;0;0;0;0;0;0;7172;2682;1508;295;411;220;85;32;15;9032;23;20;17;4;1;1;0;0;0;0;4542;0;0;0;0;0;0;7172;2682;1508;295;411;220;85;32;4826;16542;2574;944;1354;13;8696;11;728;182;0.00047031583517238883;2;2001-09-20 05:04:35;1000962275;4;12
60;1116;6292;82334;6;20;0;598;0.28804919391757294;71497;21;11;23;3;1;1;0;0;0;0;1937;0;0;0;0;0;0;4170;1765;668;271;248;154;36;17;15;71497;21;11;23;3;1;1;0;0;0;0;1937;0;0;0;0;0;0;4170;1765;668;271;248;154;36;17;65966;8648;1114;4497;960;5;26388;63;2364;131;6.0726040540704665e-05;3;2001-09-20 05:09:35;1000962575;6;12
61;1382;2379;17529;4;18;0;424;0.8011016644713208;11781;17;8;4;4;0;0;1;0;0;0;1585;0;0;0;0;0;0;1143;876;557;317;251;99;36;23;16;11781;17;8;4;4;0;0;1;0;0;0;1585;0;0;0;0;0;0;1143;876;557;317;251;99;36;23;8757;4334;1755;1432;731;5;6011;2;480;142;0.0002852253280091272;2;2001-09-20 05:14:35;1000962875;4;12
62;2985;1590;12724;11;17;0;899;1.7717679621727598;2753;2;4;1;0;0;0;0;0;0;0;2045;0;0;0;0;0;0;1321;934;902;339;186;116;45;23;12;2753;2;4;1;0;0;0;0;0;0;0;2045;0;0;0;0;0;0;1321;934;902;339;186;116;45;23;292;5381;1328;771;3944;7;2893;0;789;114;0.0005501414649481296;1;2001-09-20 05:19:35;1000963175;7;12
63;1759;1910;9848;4;18;0;963;1.4076680417374423;2947;8;1;1;1;0;4;1;0;0;0;2193;0;0;0;0;0;0;1646;709;284;162;183;73;18;11;16;2947;8;1;1;1;0;4;1;0;0;0;2193;0;0;0;0;0;0;1646;709;284;162;183;73;18;11;403;4565;1394;917;1583;12;2686;0;587;229;0.001218274111675127;2;2001-09-20 05:24:35;1000963475;4;12
64;915;2209;10624;6;18;0;3075;1.1864724245577523;5359;0;0;0;0;0;4;2;0;0;0;1254;0;0;0;0;0;0;1196;391;939;247;89;71;53;5;16;5359;0;0;0;0;0;4;2;0;0;0;1254;0;0;0;0;0;0;1196;391;939;247;89;71;53;5;229;3935;1883;488;916;1;2409;0;744;86;9.38790837401427e-05;1;2001-09-20 05:29:35;1000963775;3;11
65;2172;1417;9345;4;18;0;2311;1.129685576815486;4021;11;7;1;0;0;0;0;0;0;0;2429;0;0;0;0;0;0;1155;559;537;103;34;33;40;7;12;4021;11;7;1;0;0;0;0;0;0;0;2429;0;0;0;0;0;0;1155;559;537;103;34;33;40;7;350;4619;1239;418;360;2;2523;0;433;138;0.00021312872975277067;1;2001-09-20 05:34:35;1000964075;4;13
66;1550;1656;8637;5;19;0;260;1.4015557939914163;2753;2;1;0;0;0;0;0;0;0;0;2120;0;0;0;0;0;0;931;695;569;309;28;28;13;7;11;2753;2;1;0;0;0;0;0;0;0;0;2120;0;0;0;0;0;0;931;695;569;309;28;28;13;7;229;4163;2123;681;1122;4;2749;0;183;136;0.00046307015512850195;1;2001-09-20 05:39:35;1000964375;4;12
67;2516;2319;10466;6;18;0;511;1.7578597339782345;2144;6;0;0;0;0;0;0;0;0;0;3172;0;0;0;0;0;0;1159;2249;968;145;45;17;9;10;10;2144;6;0;0;0;0;0;0;0;0;0;3172;0;0;0;0;0;0;1159;2249;968;145;45;17;9;10;351;7280;1116;666;465;0;2178;0;279;127;0.0;0;2001-09-20 05:44:35;1000964675;4;9
68;2871;4745;15180;4;18;0;787;1.389590562109646;4942;9;4;0;6;0;0;0;0;0;0;3762;0;0;0;0;0;0;3891;699;372;121;294;188;100;22;13;4942;9;4;0;6;0;0;0;0;0;0;3762;0;0;0;0;0;0;3891;699;372;121;294;188;100;22;463;9089;3442;629;722;0;4003;0;263;84;0.0;0;2001-09-20 05:49:35;1000964975;4;12
69;1086;1179;6773;5;19;0;542;1.4063539587491682;2725;4;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;0;0;800;362;379;94;85;120;98;33;10;2725;4;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;0;0;800;362;379;94;85;120;98;33;356;2754;1686;674;728;1;2499;0;75;28;0.00014764506127270044;1;2001-09-20 05:54:35;1000965275;2;11
70;1404;1147;8859;5;21;0;848;1.066776360894008;3753;12;2;0;1;1;0;0;1;0;0;1881;0;0;0;0;0;0;587;525;194;82;103;86;27;38;17;3753;12;2;0;1;1;0;0;1;0;0;1881;0;0;0;0;0;0;587;525;194;82;103;86;27;38;341;3213;2466;425;1549;23;2362;1;235;90;0.0025962298227790947;1;2001-09-20 05:59:35;1000965575;2;13
71;1600;1333;6653;4;19;0;350;1.4850771294433267;1927;1;5;1;8;0;0;0;0;0;0;1926;0;0;0;0;0;0;1048;370;276;175;71;117;31;8;13;1927;1;5;1;8;0;0;0;0;0;0;1926;0;0;0;0;0;0;1048;370;276;175;71;117;31;8;281;3614;1185;534;611;0;2610;0;197;101;0.0;0;2001-09-20 06:04:35;1000965875;4;11
72;1641;2110;10926;4;18;0;698;1.1474854932301741;4406;7;1;8;2;0;0;0;0;0;0;3229;0;0;0;0;0;0;1116;865;317;147;135;76;18;13;13;4406;7;1;8;2;0;0;0;0;0;0;3229;0;0;0;0;0;0;1116;865;317;147;135;76;18;13;479;4956;3095;1112;410;1;2951;0;431;151;9.152480322167308e-05;1;2001-09-20 06:09:35;1000966175;4;10
73;1280;1133;6490;4;16;0;569;1.5147475420763206;2088;3;6;6;1;0;0;0;0;0;0;1764;0;0;0;0;0;0;864;426;473;146;121;43;50;10;13;2088;3;6;6;1;0;0;0;0;0;0;1764;0;0;0;0;0;0;864;426;473;146;121;43;50;10;285;3491;1099;557;467;0;2813;0;226;92;0.0;0;2001-09-20 06:14:35;1000966475;4;11
74;1439;1392;8418;3;16;0;1126;1.0948756976154237;3988;15;0;8;3;0;0;1;0;0;1;1736;0;0;0;0;0;0;839;772;225;187;55;24;21;9;19;3988;15;0;8;3;0;0;1;0;0;1;1736;0;0;0;0;0;0;839;772;225;187;55;24;21;9;334;3442;2282;700;500;1;2394;19;210;147;0.00011879306248515087;1;2001-09-20 06:19:35;1000966775;3;13
75;1959;1934;10525;12;16;0;585;1.3103703703703704;2850;10;2;1;0;0;0;0;0;0;0;2781;0;0;0;0;0;0;1076;770;248;103;145;67;32;15;12;2850;10;2;1;0;0;0;0;0;0;0;2781;0;0;0;0;0;0;1076;770;248;103;145;67;32;15;296;4908;1821;490;2363;3;3424;0;361;141;0.0002850356294536817;1;2001-09-20 06:24:35;1000967075;5;11
76;2276;2235;9982;8;16;0;563;1.2484633816022503;3802;4;0;0;6;0;0;0;0;0;0;3044;0;0;0;0;0;0;1150;796;306;144;270;49;25;3;13;3802;4;0;0;6;0;0;0;0;0;0;3044;0;0;0;0;0;0;1150;796;306;144;270;49;25;3;265;5432;2812;527;356;4;2729;5;275;114;0.0004007212983370066;1;2001-09-20 06:29:35;1000967375;4;11
77;1695;2597;11857;4;18;0;890;1.346777233320769;3814;2;1;1;0;0;0;0;0;0;0;2932;0;0;0;0;0;0;2030;916;526;114;152;72;49;3;12;3814;2;1;1;0;0;0;0;0;0;0;2932;0;0;0;0;0;0;2030;916;526;114;152;72;49;3;293;5809;2410;1210;1182;2;3431;0;251;568;0.00016867673104495234;1;2001-09-20 06:34:35;1000967675;4;11
78;1469;1501;9396;14;21;0;1129;1.0017385257301807;3827;4;1;3;0;1;0;0;1;0;0;2677;0;0;0;0;0;0;1161;585;206;82;35;35;8;2;17;3827;4;1;3;0;1;0;0;1;0;0;2677;0;0;0;0;0;0;1161;585;206;82;35;35;8;2;386;4110;2136;867;633;1;2449;0;226;131;0.00010642826734780758;1;2001-09-20 06:39:35;1000967975;8;11
79;1019;1040;5494;3;15;0;484;1.2731354939476767;2059;0;0;0;0;0;0;0;0;0;0;1553;0;0;0;0;0;0;709;370;155;65;64;78;56;13;9;2059;0;0;0;0;0;0;0;0;0;0;1553;0;0;0;0;0;0;709;370;155;65;64;78;56;13;177;2641;1311;509;348;8;2044;2;246;117;0.0014558689717925387;1;2001-09-20 06:44:35;1000968275;3;10
80;993;1284;6563;5;18;0;853;1.065458700620307;2750;10;4;0;0;0;0;1;0;0;1;1702;0;0;0;0;0;0;944;400;171;64;42;12;7;18;19;2750;10;4;0;0;0;0;1;0;0;1;1702;0;0;0;0;0;0;944;400;171;64;42;12;7;18;225;2916;1545;587;379;0;1630;28;229;120;0.0;0;2001-09-20 06:49:35;1000968575;5;11
81;423;439;3150;2;16;0;480;0.917900403768506;1536;1;0;0;0;0;0;0;0;0;0;729;0;0;0;0;0;0;370;209;68;18;31;7;2;1;10;1536;1;0;0;0;0;0;0;0;0;0;729;0;0;0;0;0;0;370;209;68;18;31;7;2;1;198;1213;786;295;170;3;1539;0;124;74;0.0009523809523809524;1;2001-09-20 06:54:35;1000968875;2;10
82;1773;1389;10084;3;17;0;520;1.0567350790280727;4059;3;0;0;0;0;0;0;0;0;0;2116;0;0;0;0;0;0;1226;479;256;241;26;43;23;6;10;4059;3;0;0;0;0;0;0;0;0;0;2116;0;0;0;0;0;0;1226;479;256;241;26;43;23;6;324;4169;3010;455;1573;8;2494;0;227;110;0.0007932573128408527;1;2001-09-20 06:59:35;1000969175;3;10
83;2544;2649;13788;4;17;0;589;1.2791100337633106;4384;1;2;6;1;0;0;0;0;0;0;3247;0;0;0;0;0;0;1998;1013;475;169;176;63;10;6;13;4384;1;2;6;1;0;0;0;0;0;0;3247;0;0;0;0;0;0;1998;1013;475;169;176;63;10;6;438;6348;3068;1108;2047;5;3588;19;317;330;0.00036255528968167646;1;2001-09-20 07:04:35;1000969475;4;11
84;2245;2399;14294;5;14;0;441;1.1566423237876426;4475;1;2;1;0;0;0;0;0;0;0;4078;0;0;0;0;0;0;2131;755;477;120;109;25;7;6;12;4475;1;2;1;0;0;0;0;0;0;0;4078;0;0;0;0;0;0;2131;755;477;120;109;25;7;6;521;6917;3059;1249;1988;8;3494;0;406;360;0.0005596753882748006;1;2001-09-20 07:09:35;1000969775;5;12
85;3414;3466;19850;4;18;0;430;1.1892481156170187;7203;14;3;6;0;0;0;0;0;0;0;4244;0;0;0;0;0;0;2455;746;417;421;295;121;88;40;12;7203;14;3;6;0;0;0;0;0;0;0;4244;0;0;0;0;0;0;2455;746;417;421;295;121;88;40;506;7951;6027;1139;3761;1;4596;8;623;391;5.0377833753148616e-05;1;2001-09-20 07:14:35;1000970075;4;11
86;1960;2058;9838;6;18;0;448;1.257902220277808;3155;12;0;0;0;0;0;0;0;0;0;3083;0;0;0;0;0;0;1418;1014;164;143;86;32;15;21;10;3155;12;0;0;0;0;0;0;0;0;0;3083;0;0;0;0;0;0;1418;1014;164;143;86;32;15;21;228;5281;2214;972;613;3;2965;5;428;421;0.00030494002846106935;1;2001-09-20 07:19:35;1000970375;5;10
87;3014;3128;15814;5;15;0;678;1.524155137219324;3758;13;0;1;0;0;0;0;0;0;0;3469;0;0;0;0;0;0;2895;2420;293;136;104;102;15;21;12;3758;13;0;1;0;0;0;0;0;0;0;3469;0;0;0;0;0;0;2895;2420;293;136;104;102;15;21;365;8956;2389;839;2372;2;3141;0;538;202;0.00012639828098337863;1;2001-09-20 07:24:35;1000970675;5;10
88;1299;1391;6835;2;14;0;289;1.4081632653061225;1843;4;0;0;0;0;0;0;0;0;0;1689;0;0;0;0;0;0;1149;608;268;144;47;26;1;3;10;1843;4;0;0;0;0;0;0;0;0;0;1689;0;0;0;0;0;0;1149;608;268;144;47;26;1;3;299;3410;1086;698;996;9;2685;4;388;278;0.0013167520117044623;1;2001-09-20 07:29:35;1000970975;2;11
89;922;1661;7347;4;15;0;420;1.2526640926640926;2546;7;3;0;0;0;0;0;0;0;0;1795;0;0;0;0;0;0;1136;491;241;125;60;53;14;4;11;2546;7;3;0;0;0;0;0;0;0;0;1795;0;0;0;0;0;0;1136;491;241;125;60;53;14;4;251;3363;1698;743;813;13;2648;0;296;83;0.001769429699196951;2;2001-09-20 07:34:35;1000971275;4;12
90;1543;1284;8854;5;16;0;515;1.3287948234025344;2851;8;6;1;2;0;0;0;0;0;0;2472;0;0;0;0;0;0;824;534;251;236;49;74;35;75;13;2851;8;6;1;2;0;0;0;0;0;0;2472;0;0;0;0;0;0;824;534;251;236;49;74;35;75;342;4100;1811;650;1308;16;2790;16;245;139;0.0018070928393946238;1;2001-09-20 07:39:35;1000971575;5;12
91;2047;2706;12909;4;15;0;866;1.198039878337276;5054;0;2;0;0;0;0;0;0;0;0;3344;0;0;0;0;0;0;1589;863;360;283;232;83;15;11;11;5054;0;2;0;0;0;0;0;0;0;0;3344;0;0;0;0;0;0;1589;863;360;283;232;83;15;11;497;5773;3430;1270;882;6;4163;32;309;167;0.00046479200557750407;1;2001-09-20 07:44:35;1000971875;4;10
92;1580;1661;8788;5;15;0;460;1.381604954539465;2829;16;10;0;0;0;0;0;0;0;0;2068;0;0;0;0;0;0;1514;485;255;175;49;99;19;70;11;2829;16;10;0;0;0;0;0;0;0;0;2068;0;0;0;0;0;0;1514;485;255;175;49;99;19;70;312;4334;1882;601;1184;67;3124;2;341;111;0.007624032771961766;2;2001-09-20 07:49:35;1000972175;5;10
93;1963;1671;8709;3;17;0;457;1.65560323069157;2501;22;19;6;0;0;0;0;0;0;0;2402;0;0;0;0;0;0;1514;526;293;165;82;83;259;52;12;2501;22;19;6;0;0;0;0;0;0;0;2402;0;0;0;0;0;0;1514;526;293;165;82;83;259;52;351;4902;1518;696;702;8;2817;0;365;151;0.0009185899644046389;1;2001-09-20 07:54:35;1000972475;3;11
94;1159;1170;5538;3;17;0;335;1.603236498342757;1924;33;24;12;3;0;0;0;0;0;0;1374;0;0;0;0;0;0;803;336;196;118;165;75;25;41;13;1924;33;24;12;3;0;0;0;0;0;0;1374;0;0;0;0;0;0;803;336;196;118;165;75;25;41;288;2850;1150;506;380;6;2315;0;268;127;0.0010834236186348862;1;2001-09-20 07:59:35;1000972775;3;10
95;2403;1811;11084;13;16;0;1307;1.4606741573033708;3430;5;0;0;4;4;0;0;0;0;0;2109;0;0;0;0;0;0;1430;1187;402;260;138;53;39;17;14;3430;5;0;0;4;4;0;0;0;0;0;2109;0;0;0;0;0;0;1430;1187;402;260;138;53;39;17;404;4923;1538;906;1638;58;2977;35;375;178;0.005231352033913592;2;2001-09-20 08:04:35;1000973075;4;11
96;1306;1986;8173;5;15;0;480;1.1758543930862904;3025;4;0;0;0;0;0;0;0;0;0;2147;0;0;0;0;0;0;1355;696;228;83;48;34;11;6;10;3025;4;0;0;0;0;0;0;0;0;0;2147;0;0;0;0;0;0;1355;696;228;83;48;34;11;6;422;3655;1706;1374;368;2;2474;18;263;72;0.0002447081854888046;1;2001-09-20 08:09:35;1000973375;3;10
97;989;1322;7457;2;15;0;779;1.2330495591365156;2475;0;0;6;1;0;0;0;0;0;0;2170;0;0;0;0;0;0;894;563;181;173;39;56;16;4;13;2475;0;0;6;1;0;0;0;0;0;0;2170;0;0;0;0;0;0;894;563;181;173;39;56;16;4;275;3379;1265;880;843;30;2413;24;337;129;0.004023065575968888;1;2001-09-20 08:14:35;1000973675;2;11
98;3411;3445;23628;4;21;0;1746;0.8133855893880012;10812;0;0;6;0;0;0;0;5;6;0;8470;0;0;0;0;0;0;2527;921;223;143;64;14;7;21;18;10812;0;0;6;0;0;0;0;5;6;0;8470;0;0;0;0;0;0;2527;921;223;143;64;14;7;21;384;11460;8561;1068;339;4;4262;30;454;144;0.00016927634363097757;1;2001-09-20 08:19:35;1000973975;4;10
99;1120;2002;7972;4;15;0;454;1.4207821866971169;2491;12;2;1;0;0;0;0;4;3;1;1962;0;0;0;0;0;0;1236;612;365;117;89;86;17;8;19;2491;12;2;1;0;0;0;0;4;3;1;1962;0;0;0;0;0;0;1236;612;365;117;89;86;17;8;478;3874;1372;828;876;19;2923;5;361;173;0.0023833416959357753;1;2001-09-20 08:24:35;1000974275;4;10
100;1431;2649;10251;3;15;0;832;1.2180742554059567;3046;0;9;10;2;0;0;0;0;0;0;4062;0;0;0;0;0;0;1544;580;268;142;52;25;38;26;13;3046;0;9;10;2;0;0;0;0;0;0;4062;0;0;0;0;0;0;1544;580;268;142;52;25;38;26;319;6163;1672;818;349;7;3254;39;241;239;0.0006825273010920437;2;2001-09-20 08:29:35;1000974575;3;11
101;2247;1622;8969;5;18;0;1188;1.2968603561387066;2944;3;1;0;24;0;0;0;0;0;0;2727;0;0;0;0;0;0;1558;711;306;141;69;24;22;6;13;2944;3;1;0;24;0;0;0;0;0;0;2727;0;0;0;0;0;0;1558;711;306;141;69;24;22;6;267;5162;1362;557;404;2;3410;0;305;78;0.00022294058633374206;1;2001-09-20 08:34:35;1000974875;5;12
102;1190;1228;6693;5;13;0;387;1.3606065392513031;2227;10;1;0;0;0;0;0;0;0;0;1821;0;0;0;0;0;0;1342;414;257;61;44;94;39;21;11;2227;10;1;0;0;0;0;0;0;0;0;1821;0;0;0;0;0;0;1342;414;257;61;44;94;39;21;487;3779;1198;480;295;5;2644;3;365;117;0.0007470491558344539;1;2001-09-20 08:39:35;1000975175;3;10
103;2701;2607;15407;8;14;0;1273;0.9811511275664759;6358;1;16;8;0;0;0;0;0;0;0;4637;0;0;0;0;0;0;2761;616;251;94;56;13;11;33;12;6358;1;16;8;0;0;0;0;0;0;0;4637;0;0;0;0;0;0;2761;616;251;94;56;13;11;33;688;8091;4266;537;453;34;3347;2;347;142;0.002206789121827741;1;2001-09-20 08:44:35;1000975475;5;10
104;7686;45504;232047;4;24;0;15361;1.6396126023793867;26998;81;8;5;8;1;0;0;0;0;6;5253;3;0;1;0;0;0;32768;13291;2705;1459;568;280;88;112;22;26998;81;8;5;8;1;0;0;0;0;6;5253;3;0;1;0;0;0;32768;13291;2705;1459;568;280;88;112;645;56300;10828;501;148064;2986;56570;62;4852;319;0.012867140099282956;2;2001-09-20 08:49:35;1000975775;4;11
105;3782;4657;16594;5;23;0;781;1.6221423241299777;3144;3;1;0;7;0;0;0;0;0;0;4901;0;0;0;0;0;0;3176;2465;558;103;321;37;25;0;13;3144;3;1;0;7;0;0;0;0;0;0;4901;0;0;0;0;0;0;3176;2465;558;103;321;37;25;0;419;11259;1839;443;1828;5;4504;11;436;249;0.000301313727853441;1;2001-09-20 08:54:35;1000976075;5;10
106;2482;4732;13214;3;18;0;658;1.612913410687505;4003;1;5;0;5;0;0;0;0;0;0;3462;0;0;0;0;0;0;2169;1311;649;612;313;98;18;23;13;4003;1;5;0;5;0;0;0;0;0;0;3462;0;0;0;0;0;0;2169;1311;649;612;313;98;18;23;682;7940;2505;884;528;3;3313;19;433;276;0.00022703193582563946;1;2001-09-20 08:59:35;1000976375;3;12
107;2669;1364;8293;6;16;0;216;1.3390246898415428;2854;0;1;0;6;0;0;0;0;0;0;2728;0;0;0;0;0;0;1122;752;270;59;271;51;17;10;13;2854;0;1;0;6;0;0;0;0;0;0;2728;0;0;0;0;0;0;1122;752;270;59;271;51;17;10;396;4767;2045;717;141;2;2474;0;295;167;0.0002411672494875196;1;2001-09-20 09:04:35;1000976675;5;11
108;846;2657;7387;5;17;0;222;1.2371627502175806;2488;3;7;8;8;0;0;0;0;0;0;2552;0;0;0;0;0;0;918;422;195;103;111;40;24;15;13;2488;3;7;8;8;0;0;0;0;0;0;2552;0;0;0;0;0;0;918;422;195;103;111;40;24;15;324;4051;1767;530;477;14;2894;45;360;182;0.0018952213347773114;1;2001-09-20 09:09:35;1000976975;4;11
109;1203;1332;7034;7;14;0;411;1.182125359013347;2448;21;14;4;0;0;0;0;0;0;0;1759;0;0;0;0;0;0;845;511;163;53;52;28;11;10;12;2448;21;14;4;0;0;0;0;0;0;0;1759;0;0;0;0;0;0;845;511;163;53;52;28;11;10;333;3125;1514;536;1055;14;2496;27;229;80;0.00199033266988911;1;2001-09-20 09:14:35;1000977275;4;12
